,Index,ID,Country,Gender,Education,Region,Profession,Work_status,Household_members,Income_level,Location_of_residence,Centre_or_suburbs,Public_transport_service,Car_driving_license,Number_vehicles_in_household,Considering_electric_or_hybrid_vehicle_next_purchase,Know_what_car_sharing_is,Would_subscribe_car_sharing_if_available,Most_frequent_trip_Walk,Most_frequent_trip_Bicycle,Most_frequent_trip_Car_as_Driver,Most_frequent_trip_Car_as_Passenger,Most_frequent_trip_Train,Most_frequent_trip_Underground_or_light_train,Most_frequent_trip_Tram,Most_frequent_trip_Bus,Most_frequent_trip_Motorcycle_or_moped,Destination_most_frequent_trip,Frequency_most_frequent_trip,Transfers_between_modes_during_frequent_trip,Frequent_trip_distance,Concern_environmental_impacts,Preference_tolls_or_traffic_limitation,New_frq_trip_dur,Age,Would_subsribe_car_sharing_if_available_new,Education_DNA,Income_level_DNA,Profession_DNA,Age_DNA,Considering_electric_or_hybrid_vehicle_next_purchase_DNA,Concern_environmental_impacts_DNA,Country_DNA,sha_ind,sha_ind_norm
3856,4128,"4,141",Netherlands,Female,Lower secondary (upper elementary school or similar);,Noord-Holland,unemployed,Not Employed,four,low,Small or medium town (less than 250.000 inhabitants),in the suburbs,Well served by public transport,Yes,1,Certainly not,Yes,"No, I would not be interested in this service",Yes,No,Yes,Yes,No,No,No,No,No,Â…It is outside an urban area,Make this trip once per week or less,Don't know/ No answer,11-20 KM,5,No preferences,90-120 min,31-40,0,0.178237650200267,0.1823809523809524,0.2050105857445307,0.2217081850533807,0.1095890410958904,0.1648418491484184,0.1088139281828074,0.1672260274008924,0.2234073091507717
3858,4130,"4,143",Greece,Female,"Tertiary and higher (University degree, PhD or similar degrees).",?tt???,teacher/lecturer,Employed,five,lower middle,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Well served by public transport,Yes,1,Maybe yes maybe not,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,No,No,No,Yes,No,Yes,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,Two,11-20 KM,3,Probably more acceptable to limit road traffic,60-90 min,21-30,1,0.2290959252971137,0.1964838027022627,0.1986692015209125,0.2346829640947288,0.2027115108851518,0.1602300739523418,0.2830957230142566,0.2149956002095383,0.5287574586533041
3864,4137,"4,150",Greece,Male,Lower secondary (upper elementary school or similar);,"??at????? ?a?ed???a, T?a??",retired,Not Employed,five,lower middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Not served by public transport,Yes,1,Maybe yes maybe not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,No,No,No,No,No,No,Yes,Â…It is outside an urban area,Make this trip every day/ every working day of the week,Don't know/ No answer,3-5 KM,8,No preferences,60-90 min,51-60,1,0.178237650200267,0.1964838027022627,0.1685082872928177,0.1924233313289236,0.2027115108851518,0.2356572258533043,0.2830957230142566,0.2081596473252834,0.4850610403587341
3868,4141,"4,154",Croatia,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Koprivnicko-krizevacka zupanija,office worker,Employed,two,middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Relatively served by public transport,Yes,1,Maybe yes maybe not,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,Yes,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,3-5 KM,7,Probably more acceptable to limit road traffic,less than 15 min,21-30,1,0.2290959252971137,0.2103583345422892,0.1989212513484358,0.2346829640947288,0.2027115108851518,0.1982758620689655,0.2760416666666667,0.2214410735576217,0.569957874205181
3879,4154,"4,167",Croatia,Female,Upper secondary (high school or similar);,Varazdinska zupanija,unemployed,Not Employed,four,lower middle,Large city (from 250.000 to 1.000.000 inhabitants),in the centre of the city,Difficult to reach with public transport,Yes,0,Maybe yes maybe not,No,"Yes, instead of purchasing a new car",Yes,No,No,Yes,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Don't know/ No answer,21-30 KM,9,Definitely more acceptable to limit road traffic,90-120 min,31-40,2,0.2069787234042553,0.1964838027022627,0.2050105857445307,0.2217081850533807,0.2027115108851518,0.299515106303618,0.2760416666666667,0.2297785115371237,0.6232520065121014
3881,4157,"4,170",Greece,Female,Lower secondary (upper elementary school or similar);,?tt???,housewife,Not Employed,more than five,middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Difficult to reach with public transport,Yes,5,Maybe yes maybe not,No,"No, I would not be interested in this service",No,No,Yes,Yes,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Two,3-5 KM,7,Probably more acceptable to limit road traffic,15-30 min,51-60,0,0.178237650200267,0.2103583345422892,0.1844135802469135,0.1924233313289236,0.2027115108851518,0.1982758620689655,0.2830957230142566,0.2070737131838239,0.4781195892854153
3882,4159,"4,172",Romania,Male,Upper secondary (high school or similar);,Bucuresti - Ilfov,retired,Not Employed,three,lower middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the centre of the city,Well served by public transport,Yes,0,Maybe yes maybe not,No,"No, I would not be interested in this service",No,No,No,No,Yes,Yes,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,One,11-20 KM,10,Definitely more acceptable to limit road traffic,more than 120 min,51-60,0,0.2069787234042553,0.1964838027022627,0.1685082872928177,0.1924233313289236,0.2027115108851518,0.3167848699763593,0.2813807531380753,0.2236101826754065,0.5838231393616453
3886,4163,"4,176",Bulgaria,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Yuzhen tsentralen,business owner/entrepreneur,Employed,three,middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Relatively served by public transport,Yes,1,Probably yes,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,Yes,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Don't know/ No answer,less than 3 KM,7,Probably more acceptable to pay for less congestion,less than 15 min,51-60,1,0.2290959252971137,0.2103583345422892,0.2460474308300395,0.1924233313289236,0.2870708546384222,0.1982758620689655,0.3599585062240664,0.2461757492756886,0.7280655667035616
3892,4169,"4,182",Finland,Female,Upper secondary (high school or similar);,EtelÃ¤-Suomi,office worker,Employed,two,middle,Large city (from 250.000 to 1.000.000 inhabitants),in the centre of the city,Relatively served by public transport,Yes,1,Certainly not,Yes,"No, I would not be interested in this service",No,No,No,No,Yes,Yes,No,No,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,One,11-20 KM,7,Definitely more acceptable to limit road traffic,30-60 min,21-30,0,0.2069787234042553,0.2103583345422892,0.1989212513484358,0.2346829640947288,0.1095890410958904,0.1982758620689655,0.1876355748373102,0.1923488216274107,0.3839959123546985
3901,4178,"4,191",Bulgaria,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Yugozapaden,student,Not Employed,three,higher middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the centre of the city,Well served by public transport,No,2,Maybe yes maybe not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Two,11-20 KM,9,Probably more acceptable to limit road traffic,30-60 min,21-30,1,0.2290959252971137,0.2489236790606653,0.2434696895022178,0.2346829640947288,0.2027115108851518,0.299515106303618,0.3599585062240664,0.259765340195366,0.8149322346476953
3903,4180,"4,193",Croatia,Male,Primary (elementary school or similar);,Medimurska zupanija,unemployed,Not Employed,more than five,higher middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Not served by public transport,No,1,Probably not,No,Yes without any influence on my car ownership,Yes,Yes,No,Yes,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Don't know/ No answer,3-5 KM,3,Definitely more acceptable to pay for less congestion,30-60 min,less than 20,2,0.1596180081855388,0.2489236790606653,0.2050105857445307,0.2561094819159335,0.1444071809035312,0.1602300739523418,0.2760416666666667,0.2071915252041726,0.4788726610822007
3905,4182,"4,195",Bulgaria,Female,Upper secondary (high school or similar);,Yugozapaden,other employed worker,Employed,three,middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Well served by public transport,No,1,Probably not,No,Yes without any influence on my car ownership,No,No,No,Yes,No,Yes,No,No,No,"Â…In an urban area, different from where I live",Make this trip once per week or less,One,21-30 KM,5,No preferences,30-60 min,21-30,2,0.2069787234042553,0.2103583345422892,0.1921047488762947,0.2346829640947288,0.1444071809035312,0.1648418491484184,0.3599585062240664,0.2161903295990834,0.5363943449862432
3907,4184,"4,197",Slovenia,Male,Upper secondary (high school or similar);,Jugovzhodna Slovenija,office worker,Employed,three,middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Relatively served by public transport,Yes,2,Probably yes,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,Yes,No,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,3-5 KM,8,Probably more acceptable to limit road traffic,15-30 min,31-40,1,0.2069787234042553,0.2103583345422892,0.1989212513484358,0.2217081850533807,0.2870708546384222,0.2356572258533043,0.2700729927007299,0.2329667953629739,0.6436319866048617
3909,4188,"4,201",Slovenia,Male,Upper secondary (high school or similar);,Osrednjeslovenska,office worker,Employed,three,middle,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Well served by public transport,Yes,1,Certainly yes,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,Yes,No,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,6-10 KM,10,Probably more acceptable to pay for less congestion,less than 15 min,21-30,1,0.2069787234042553,0.2103583345422892,0.1989212513484358,0.2346829640947288,0.3650434126085315,0.3167848699763593,0.2700729927007299,0.2575489355250471,0.8007646493491831
3910,4189,"4,202",Bulgaria,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Yuzhen tsentralen,office worker,Employed,three,middle,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Relatively served by public transport,Yes,1,Maybe yes maybe not,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,No,Yes,No,No,No,Yes,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,One,6-10 KM,6,Probably more acceptable to limit road traffic,30-60 min,21-30,1,0.2290959252971137,0.2103583345422892,0.1989212513484358,0.2346829640947288,0.2027115108851518,0.1392904073587385,0.3599585062240664,0.2250026999643606,0.5927243150968831
3912,4191,"4,204",Bulgaria,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Yuzhen tsentralen,registered freelance professional,Employed,one  (myself),middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Well served by public transport,No,0,Probably yes,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,Yes,No,Yes,No,No,No,Yes,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,One,3-5 KM,2,No preferences,less than 15 min,21-30,1,0.2290959252971137,0.2103583345422892,0.2731152204836415,0.2346829640947288,0.2870708546384222,0.1649331352154532,0.3599585062240664,0.2513164200708165,0.7609254920397894
3916,4195,"4,208",Portugal,Male,Upper secondary (high school or similar);,Lisboa,unemployed,Not Employed,three,low,Small or medium town (less than 250.000 inhabitants),in the suburbs,Relatively served by public transport,Yes,1,Probably yes,Yes,Yes I'm already client of a car sharing service,Yes,No,Yes,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,One,6-10 KM,9,Probably more acceptable to limit road traffic,30-60 min,41-50,2,0.2069787234042553,0.1823809523809524,0.2050105857445307,0.1833333333333333,0.2870708546384222,0.299515106303618,0.2780040733197556,0.2346133755892668,0.6541571700784605
3917,4196,"4,209",Bulgaria,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Yugoiztochen,other self-employed worker,Employed,two,middle,Large city (from 250.000 to 1.000.000 inhabitants),in the centre of the city,Relatively served by public transport,No,0,Certainly yes,Yes,"Yes, instead of purchasing a new car",Yes,No,No,No,Yes,Yes,Yes,Yes,No,Â…It is outside an urban area,Make this trip every day/ every working day of the week,Don't know/ No answer,6-10 KM,10,Definitely more acceptable to limit road traffic,more than 120 min,41-50,2,0.2290959252971137,0.2103583345422892,0.2632293080054274,0.1833333333333333,0.3650434126085315,0.3167848699763593,0.3599585062240664,0.2754005271410173,0.9148746538625177
3921,4200,"4,213",Bulgaria,Male,Upper secondary (high school or similar);,Yugozapaden,student,Not Employed,one  (myself),middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Relatively served by public transport,Yes,1,Don't know/no answer,No,"No, I would not be interested in this service",No,No,No,No,No,Yes,Yes,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Three,11-20 KM,9,Probably more acceptable to limit road traffic,60-90 min,21-30,0,0.2069787234042553,0.2103583345422892,0.2434696895022178,0.2346829640947288,0.0925449871465295,0.299515106303618,0.3599585062240664,0.2353583301739579,0.658919029572562
3922,4201,"4,214",Croatia,Female,Upper secondary (high school or similar);,Primorsko-goranska zupanija,manual worker/agricultural worker/farmer,Employed,more than five,middle,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Relatively served by public transport,Yes,3,Certainly yes,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,Yes,No,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,21-30 KM,9,Definitely more acceptable to limit road traffic,15-30 min,41-50,1,0.2069787234042553,0.2103583345422892,0.2166193181818181,0.1833333333333333,0.3650434126085315,0.299515106303618,0.2760416666666667,0.2511271278629304,0.7597155083497695
3923,4203,"4,216",Czech Republic,Female,Lower secondary (upper elementary school or similar);,Moravskoslezsko,housewife,Not Employed,four,middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Relatively served by public transport,No,0,Probably not,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,No,No,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Don't know/ No answer,3-5 KM,7,Probably more acceptable to pay for less congestion,30-60 min,21-30,1,0.178237650200267,0.2103583345422892,0.1844135802469135,0.2346829640947288,0.1444071809035312,0.1982758620689655,0.2184782608695652,0.1955505475608943,0.4044618163805016
3925,4205,"4,218",Greece,Female,Upper secondary (high school or similar);,???e?a ???ada,housewife,Not Employed,four,middle,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Not served by public transport,Yes,2,Certainly yes,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,Yes,Yes,No,No,No,No,No,Yes,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,11-20 KM,7,Definitely more acceptable to limit road traffic,15-30 min,31-40,1,0.2069787234042553,0.2103583345422892,0.1844135802469135,0.2217081850533807,0.3650434126085315,0.1982758620689655,0.2830957230142566,0.2385534029912275,0.6793424058990125
3928,4208,"4,221",Greece,Male,"Tertiary and higher (University degree, PhD or similar degrees).",?tt???,student,Not Employed,four,lower middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Well served by public transport,Yes,1,Probably not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,No,No,Yes,Yes,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Three,11-20 KM,2,Probably more acceptable to limit road traffic,60-90 min,21-30,1,0.2290959252971137,0.1964838027022627,0.2434696895022178,0.2346829640947288,0.1444071809035312,0.1649331352154532,0.2830957230142566,0.2137383458185091,0.5207209032961673
3930,4210,"4,223",Czech Republic,Female,Lower secondary (upper elementary school or similar);,Moravskoslezsko,housewife,Not Employed,three,middle,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Relatively served by public transport,No,1,Don't know/no answer,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,No,No,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Three,21-30 KM,5,Probably more acceptable to pay for less congestion,30-60 min,51-60,1,0.178237650200267,0.2103583345422892,0.1844135802469135,0.1924233313289236,0.0925449871465295,0.1648418491484184,0.2184782608695652,0.1773282847832724,0.2879824271736919
3934,4215,"4,228",France,Male,Upper secondary (high school or similar);,Provence-Alpes-CÃ´te d'Azur,other employed worker,Employed,one  (myself),middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Relatively served by public transport,Yes,2,Probably yes,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,Yes,No,No,No,No,No,Yes,Â…It is outside an urban area,Make this trip every day/ every working day of the week,Don't know/ No answer,21-30 KM,9,Probably more acceptable to limit road traffic,15-30 min,41-50,1,0.2069787234042553,0.2103583345422892,0.1921047488762947,0.1833333333333333,0.2870708546384222,0.299515106303618,0.254071661237785,0.2333475374765711,0.6460657463073929
3943,4224,"4,237",Croatia,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Grad Zagreb,unemployed,Not Employed,three,lower middle,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Well served by public transport,Yes,1,Probably yes,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,Yes,No,Yes,No,Yes,Yes,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,Two,11-20 KM,8,Definitely more acceptable to limit road traffic,15-30 min,21-30,1,0.2290959252971137,0.1964838027022627,0.2050105857445307,0.2346829640947288,0.2870708546384222,0.2356572258533043,0.2760416666666667,0.2377204321424327,0.6740179334732364
3952,4234,"4,247",Croatia,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Grad Zagreb,manual worker/agricultural worker/farmer,Employed,one  (myself),middle,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Well served by public transport,Yes,1,Maybe yes maybe not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,Yes,Yes,No,No,No,Yes,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,6-10 KM,3,Probably more acceptable to limit road traffic,15-30 min,51-60,1,0.2290959252971137,0.2103583345422892,0.2166193181818181,0.1924233313289236,0.2027115108851518,0.1602300739523418,0.2760416666666667,0.2124971658363293,0.5127870979293843
3962,4246,"4,259",Bulgaria,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Yugozapaden,registered freelance professional,Employed,four,middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the centre of the city,Well served by public transport,Yes,3,Certainly not,Yes,Yes without any influence on my car ownership,No,No,No,No,No,Yes,Yes,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Two,3-5 KM,10,Definitely more acceptable to pay for less congestion,15-30 min,51-60,2,0.2290959252971137,0.2103583345422892,0.2731152204836415,0.1924233313289236,0.1095890410958904,0.3167848699763593,0.3599585062240664,0.2416178898497549,0.698931057531889
3965,4249,"4,262",Czech Republic,Male,Lower secondary (upper elementary school or similar);,SeverovÃ½chod,other employed worker,Employed,two,lower middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Not served by public transport,Yes,1,Certainly not,Yes,"No, I would not be interested in this service",Yes,Yes,Yes,No,No,No,No,No,No,Â…It is outside an urban area,Make this trip every day/ every working day of the week,One,more than 50 KM,5,Definitely more acceptable to limit road traffic,60-90 min,21-30,0,0.178237650200267,0.1964838027022627,0.1921047488762947,0.2346829640947288,0.1095890410958904,0.1648418491484184,0.2184782608695652,0.1849169024267753,0.3364899895344293
3971,4255,"4,268",Ireland,Male,Upper secondary (high school or similar);,Dublin,storekeeper/tradesman/craftsman,Employed,three,middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Relatively served by public transport,Yes,2,Certainly yes,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,Yes,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Don't know/ No answer,3-5 KM,6,No preferences,less than 15 min,51-60,1,0.2069787234042553,0.2103583345422892,0.2227912932138284,0.1924233313289236,0.3650434126085315,0.1392904073587385,0.2071503680336487,0.2205765529271736,0.5644317309253828
3979,4265,"4,278",Bulgaria,Male,Upper secondary (high school or similar);,Yugozapaden,student,Not Employed,four,middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Well served by public transport,Yes,2,Maybe yes maybe not,Yes,"No, I would not be interested in this service",No,No,Yes,Yes,No,No,No,No,No,Â…It is outside an urban area,Make this trip every day/ every working day of the week,Don't know/ No answer,21-30 KM,7,No preferences,90-120 min,less than 20,0,0.2069787234042553,0.2103583345422892,0.2434696895022178,0.2561094819159335,0.2027115108851518,0.1982758620689655,0.3599585062240664,0.2396945869346971,0.6866370218492994
3982,4268,"4,281",Croatia,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Osjecko-baranjska zupanija,teacher/lecturer,Employed,three,middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Not served by public transport,Yes,1,Probably not,Yes,"No, I would not be interested in this service",Yes,No,Yes,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Don't know/ No answer,less than 3 KM,8,Probably more acceptable to limit road traffic,less than 15 min,31-40,0,0.2290959252971137,0.2103583345422892,0.1986692015209125,0.2217081850533807,0.1444071809035312,0.2356572258533043,0.2760416666666667,0.2165625314053141,0.538773513785447
3983,4269,"4,282",Croatia,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Splitsko-dalmatinska zupanija,retired,Not Employed,four,middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Well served by public transport,Yes,1,Probably yes,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,Yes,Yes,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,6-10 KM,10,Definitely more acceptable to limit road traffic,15-30 min,41-50,1,0.2290959252971137,0.2103583345422892,0.1685082872928177,0.1833333333333333,0.2870708546384222,0.3167848699763593,0.2760416666666667,0.2387418959638574,0.680547280759487
3988,4275,"4,288",Bulgaria,Female,Upper secondary (high school or similar);,Yuzhen tsentralen,storekeeper/tradesman/craftsman,Employed,three,lower middle,Large city (from 250.000 to 1.000.000 inhabitants),in the centre of the city,Relatively served by public transport,Yes,1,Maybe yes maybe not,No,"Yes, instead of purchasing a new car",Yes,No,Yes,Yes,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,Two,21-30 KM,8,Definitely more acceptable to limit road traffic,30-60 min,less than 20,2,0.2069787234042553,0.1964838027022627,0.2227912932138284,0.2561094819159335,0.2027115108851518,0.2356572258533043,0.3599585062240664,0.2400986491712575,0.6892198472146482
3992,4279,"4,292",Ireland,Male,Upper secondary (high school or similar);,West,manual worker/agricultural worker/farmer,Employed,two,middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Relatively served by public transport,Yes,2,Probably not,Yes,"No, I would not be interested in this service",No,No,Yes,No,Yes,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Two,21-30 KM,2,No preferences,15-30 min,21-30,0,0.2069787234042553,0.2103583345422892,0.2166193181818181,0.2346829640947288,0.1444071809035312,0.1649331352154532,0.2071503680336487,0.1978757177679607,0.4193246470193814
4000,4289,"4,302",Croatia,Female,Upper secondary (high school or similar);,Varazdinska zupanija,other employed worker,Employed,four,middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Difficult to reach with public transport,Yes,2,Certainly yes,No,"Yes, instead of purchasing a new car",Yes,Yes,Yes,Yes,Yes,No,No,No,No,"Â…In an urban area, different from where I live",Make this trip 2-3 days per week,One,11-20 KM,8,Probably more acceptable to pay for less congestion,15-30 min,41-50,2,0.2069787234042553,0.2103583345422892,0.1921047488762947,0.1833333333333333,0.3650434126085315,0.2356572258533043,0.2760416666666667,0.238502492183525,0.6790169765131246
4009,4299,"4,312",Ireland,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Dublin,other self-employed worker,Employed,four,lower middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Relatively served by public transport,Yes,2,Certainly yes,No,"No, I would not be interested in this service",Yes,No,Yes,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,3-5 KM,7,Probably more acceptable to limit road traffic,less than 15 min,41-50,0,0.2290959252971137,0.1964838027022627,0.2632293080054274,0.1833333333333333,0.3650434126085315,0.1982758620689655,0.2071503680336487,0.2346588588641833,0.65444790587489
4010,4301,"4,314",Poland,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Mazowieckie,other employed worker,Employed,four,middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Relatively served by public transport,Yes,1,Don't know/no answer,No,Yes without any influence on my car ownership,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Â…In an urban area, different from where I live",Make this trip 2-3 days per week,Three,6-10 KM,9,Probably more acceptable to limit road traffic,30-60 min,21-30,2,0.2290959252971137,0.2103583345422892,0.1921047488762947,0.2346829640947288,0.0925449871465295,0.299515106303618,0.3314855875831485,0.2271125219776746,0.6062106083440477
4025,4317,"4,330",Bulgaria,Female,Upper secondary (high school or similar);,Yugozapaden,other employed worker,Employed,three,middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Relatively served by public transport,Yes,1,Maybe yes maybe not,No,Yes without any influence on my car ownership,Yes,No,No,Yes,No,Yes,Yes,Yes,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,One,11-20 KM,5,Definitely more acceptable to limit road traffic,30-60 min,41-50,2,0.2069787234042553,0.2103583345422892,0.1921047488762947,0.1833333333333333,0.2027115108851518,0.1648418491484184,0.3599585062240664,0.2171838580591156,0.542745125325458
4038,4332,"4,345",Bulgaria,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Yuzhen tsentralen,office worker,Employed,three,middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Relatively served by public transport,Yes,2,Probably not,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,Yes,Yes,No,No,No,No,No,Yes,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Don't know/ No answer,less than 3 KM,8,Definitely more acceptable to pay for less congestion,15-30 min,51-60,1,0.2290959252971137,0.2103583345422892,0.1989212513484358,0.1924233313289236,0.1444071809035312,0.2356572258533043,0.3599585062240664,0.2244031079282377,0.5888916344362451
4041,4335,"4,348",Croatia,Female,Upper secondary (high school or similar);,Grad Zagreb,unemployed,Not Employed,four,middle,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Difficult to reach with public transport,Yes,1,Probably not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,No,Yes,No,No,Yes,Yes,No,"Â…In an urban area, different from where I live",Make this trip once per week or less,Two,21-30 KM,10,Definitely more acceptable to limit road traffic,30-60 min,21-30,1,0.2069787234042553,0.2103583345422892,0.2050105857445307,0.2346829640947288,0.1444071809035312,0.3167848699763593,0.2760416666666667,0.2277520464760516,0.6102985431885182
4043,4337,"4,350",Slovenia,Female,Upper secondary (high school or similar);,Osrednjeslovenska,student,Not Employed,two,lower middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Relatively served by public transport,Yes,0,Probably not,No,"No, I would not be interested in this service",No,Yes,No,No,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip once per week or less,One,3-5 KM,9,No preferences,less than 15 min,less than 20,0,0.2069787234042553,0.1964838027022627,0.2434696895022178,0.2561094819159335,0.1444071809035312,0.299515106303618,0.2700729927007299,0.2310052824903641,0.6310937072423519
